age,weekly_hrs,educ,fam_income,num_in_house,num_child,sex,marital,race,region,state,citizen,worker_class,industry,occupation,ismarried,faminc_50
21,40,9,14,2,0,1,6,1,3,48,1,4,3,8,0,1
28,40,9,6,4,2,1,1,1,3,48,1,4,9,7,1,0
42,40,9,14,3,1,1,1,1,3,48,4,4,12,8,1,1
23,40,9,10,3,1,1,1,1,3,48,1,4,3,7,1,0
48,40,9,9,2,0,1,1,1,3,48,5,4,9,3,1,0
51,40,9,10,4,0,2,1,1,3,48,1,4,10,3,1,0
51,40,9,10,4,0,1,1,1,3,48,1,4,2,7,1,0
33,40,9,13,6,3,2,5,1,3,48,1,4,8,5,0,1
44,40,9,9,4,1,1,1,1,3,48,1,4,4,9,1,0
37,40,9,11,9,2,1,1,1,3,48,1,4,3,7,1,0
33,40,9,12,4,2,2,1,1,3,48,1,4,5,5,1,1
32,40,9,8,3,1,1,1,1,3,48,1,4,5,4,1,0
61,40,9,12,3,0,2,1,1,3,48,1,3,10,3,1,1
27,40,9,14,4,0,1,6,1,3,48,5,4,5,10,0,1
24,40,9,14,4,0,2,6,1,3,48,5,3,13,2,0,1
74,40,9,8,1,0,2,4,1,3,48,1,4,12,5,0,0
42,40,9,5,4,2,1,6,1,3,48,5,4,3,7,0,0
36,40,9,12,4,1,1,1,1,3,48,5,4,4,8,1,1
27,40,9,10,6,0,1,1,1,3,48,5,4,3,8,1,0
52,40,9,15,3,0,2,1,1,3,48,1,4,8,1,1,1
53,40,9,15,3,0,2,3,1,3,48,1,4,6,5,0,1
42,40,9,12,3,1,2,5,1,3,48,1,4,10,5,0,1
38,40,9,9,3,1,1,6,1,3,48,1,3,13,1,0,0
59,40,9,12,4,0,1,1,1,3,48,1,4,4,9,1,1
31,40,9,12,2,0,1,6,1,3,48,1,4,5,4,0,1
44,40,9,14,6,0,2,1,1,3,48,5,4,5,9,1,1
22,40,9,14,6,0,1,6,1,3,48,1,4,9,3,0,1
24,40,9,14,6,1,1,6,1,3,48,1,4,9,3,0,1
24,40,9,13,2,0,1,6,1,3,48,1,4,4,1,0,1
24,40,9,13,2,0,2,6,1,3,48,1,4,11,5,0,1
43,40,9,13,4,0,1,1,1,3,48,1,4,10,10,1,1
22,40,9,13,4,0,2,6,1,3,48,1,4,4,4,0,1
40,40,9,10,2,0,1,1,1,3,48,5,4,5,5,1,0
49,40,9,14,3,0,1,1,1,3,48,5,4,3,1,1,1
50,40,9,14,3,0,2,1,1,3,48,1,3,10,2,1,1
37,40,9,7,4,2,1,1,1,3,48,1,4,4,9,1,0
23,40,9,3,3,1,1,1,1,3,48,5,4,6,5,1,0
42,40,9,16,5,3,2,1,1,3,48,1,4,5,4,1,1
61,40,9,9,2,0,1,1,1,3,48,1,4,3,7,1,0
29,40,9,12,6,3,1,1,1,3,48,5,4,3,7,1,1
38,40,9,12,3,2,2,6,1,3,48,1,4,11,1,0,1
54,40,9,11,1,0,2,4,1,3,48,1,4,4,3,0,0
26,40,9,1,5,1,2,6,1,3,48,5,4,10,3,0,0
27,40,9,10,5,3,1,1,1,3,48,1,1,13,3,1,0
41,40,9,14,6,4,2,1,1,3,48,1,4,8,5,1,1
63,40,9,11,2,0,2,4,1,3,48,1,3,10,5,0,0
33,40,9,12,4,2,1,1,1,3,48,1,4,3,7,1,1
18,40,9,15,7,1,2,6,1,3,48,1,4,11,3,0,1
24,40,9,15,7,0,1,6,1,3,48,1,4,3,7,0,1
21,40,9,15,7,1,1,6,1,3,48,5,4,9,3,0,1
33,40,9,11,6,3,1,1,1,3,48,1,4,9,1,1,0
34,40,9,11,6,3,2,1,1,3,48,5,4,8,3,1,0
41,40,9,10,2,0,1,1,1,3,48,1,3,5,9,1,0
30,40,9,10,2,0,2,1,1,3,48,1,4,10,3,1,0
35,40,9,14,5,0,1,4,1,3,48,1,4,11,3,0,1
21,40,9,14,5,1,1,6,1,3,48,1,4,3,7,0,1
35,40,9,16,2,0,1,4,1,3,48,1,4,2,7,0,1
55,40,9,16,4,0,2,1,1,3,48,4,4,11,5,1,1
31,40,9,13,5,3,1,1,1,3,48,1,4,3,7,1,1
35,40,9,14,2,0,1,1,1,3,48,1,4,9,2,1,1
31,40,9,14,2,0,2,1,1,3,48,1,4,11,10,1,1
24,40,9,5,1,0,1,6,1,3,48,1,4,5,1,0,0
29,40,9,11,10,6,1,1,1,3,48,1,5,3,7,1,0
48,40,9,11,10,0,1,4,1,3,48,1,4,3,7,0,0
35,40,9,11,5,2,1,6,1,3,48,5,4,12,10,0,0
21,40,9,11,5,0,1,6,1,3,48,5,5,9,3,0,0
59,40,9,13,2,0,1,1,1,3,48,1,4,4,1,1,1
37,40,9,10,3,1,2,1,1,3,48,5,4,10,3,1,0
46,40,9,10,3,1,1,1,1,3,48,1,5,3,7,1,0
61,40,9,14,5,0,1,1,1,3,48,1,4,5,10,1,1
16,40,9,14,5,0,1,6,1,3,48,1,4,11,3,0,1
17,40,9,14,5,0,1,6,1,3,48,1,4,11,4,0,1
41,40,9,14,5,3,2,1,1,3,48,5,4,6,10,1,1
26,40,9,13,5,0,1,6,1,3,48,1,4,3,7,0,1
51,40,9,13,5,0,2,1,1,3,48,4,4,11,9,1,1
55,40,9,13,5,0,1,1,1,3,48,4,4,3,7,1,1
30,40,9,13,5,0,1,6,1,3,48,1,4,3,7,0,1
35,40,9,14,5,3,2,1,1,3,48,1,4,8,5,1,1
50,40,9,14,7,1,2,1,1,3,48,1,2,10,5,1,1
34,40,9,9,4,2,2,6,1,3,48,1,4,10,5,0,0
57,40,9,15,2,0,1,1,1,3,48,1,4,5,4,1,1
44,40,9,9,4,1,1,1,1,3,48,4,4,6,10,1,0
39,40,9,8,4,2,1,1,1,3,48,5,4,11,3,1,0
30,40,9,3,2,0,1,5,1,3,48,5,4,12,9,0,0
50,40,9,3,2,0,2,2,1,3,48,5,5,10,3,1,0
43,40,9,4,3,1,1,5,1,3,48,1,4,8,3,0,0
32,40,9,5,6,4,1,6,1,3,48,4,4,3,7,0,0
35,40,9,11,4,3,2,6,1,3,48,1,4,9,5,0,0
30,40,9,10,1,0,1,6,1,3,48,1,4,5,5,0,0
26,40,9,9,2,0,2,6,1,3,48,1,3,10,5,0,0
22,40,9,4,4,2,1,1,1,3,48,5,4,4,7,1,0
38,40,9,12,3,1,2,6,1,3,48,1,4,10,2,0,1
64,40,9,8,3,1,1,1,1,3,48,4,4,5,4,1,0
28,40,9,6,3,1,1,1,1,3,48,5,4,3,7,1,0
39,40,9,12,4,2,1,1,1,3,48,5,4,11,3,1,1
72,40,9,13,2,0,1,1,1,3,48,1,4,8,1,1,1
30,40,9,11,4,0,1,6,1,3,48,5,4,11,2,0,0
34,40,9,12,4,2,1,1,1,3,48,4,4,6,5,1,1
32,40,9,8,1,0,2,6,1,3,48,1,4,5,4,0,0
65,40,9,9,1,0,1,6,1,3,48,1,4,5,5,0,0
56,40,9,15,3,0,1,1,1,3,48,1,4,4,2,1,1
53,40,9,8,2,0,1,1,1,3,48,5,5,5,4,1,0
68,40,9,13,3,0,1,1,1,3,48,5,4,4,9,1,1
58,40,9,3,2,0,1,1,1,3,48,1,4,3,1,1,0
22,40,9,14,8,0,2,6,1,3,48,1,4,11,3,0,1
24,40,9,14,8,2,2,6,1,3,48,1,4,10,5,0,1
28,40,9,14,8,0,1,6,1,3,48,1,4,5,4,0,1
28,40,9,13,2,0,1,6,1,3,48,1,4,11,3,0,1
37,40,9,11,6,4,1,1,1,3,48,5,4,3,7,1,0
50,40,9,12,4,0,1,1,1,3,48,5,4,3,7,1,1
24,40,9,12,4,0,2,6,1,3,48,1,4,10,3,0,1
53,40,9,15,2,0,1,1,1,3,48,1,4,6,10,1,1
19,40,9,15,4,0,1,6,1,3,48,1,4,3,7,0,1
41,40,9,6,4,1,2,1,1,3,48,5,4,11,3,1,0
57,40,9,6,4,1,1,1,1,3,48,5,4,3,7,1,0
46,40,9,7,2,0,2,6,1,3,48,1,4,10,2,0,0
55,40,9,6,1,0,2,4,1,3,48,1,4,4,9,0,0
57,40,9,11,2,0,1,1,1,3,48,5,5,3,7,1,0
54,40,9,11,6,0,2,1,1,3,48,4,4,11,3,1,0
52,40,9,15,4,2,1,1,1,3,48,1,3,13,5,1,1
58,40,9,10,2,0,1,6,1,3,48,1,4,3,7,0,0
58,40,9,10,5,3,1,1,1,3,48,1,4,9,10,1,0
52,40,9,16,5,0,1,1,1,3,48,4,5,6,10,1,1
52,40,9,12,2,0,1,1,1,3,48,1,3,10,10,1,1
45,40,9,9,3,0,1,5,1,3,48,1,4,5,4,0,0
50,40,9,9,3,0,2,5,1,3,48,1,4,4,2,0,0
29,40,9,12,3,1,1,1,1,3,48,4,4,3,7,1,1
63,40,9,16,4,0,2,1,1,3,48,1,4,9,1,1,1
34,40,9,14,2,0,1,1,1,3,48,1,4,9,5,1,1
34,40,9,14,2,0,2,1,1,3,48,1,4,9,5,1,1
30,40,9,4,1,0,2,6,1,3,48,1,4,10,3,0,0
29,40,9,6,2,1,1,6,1,3,48,1,3,10,3,0,0
31,40,9,14,2,0,1,6,1,3,48,1,4,5,10,0,1
22,40,9,14,2,0,1,6,1,3,48,1,4,5,5,0,1
50,40,9,15,3,1,1,1,1,3,48,1,5,9,3,1,1
41,40,9,14,5,3,1,1,1,3,48,1,4,3,1,1,1
60,40,9,4,2,0,2,1,1,3,48,1,4,5,4,1,0
57,40,9,16,4,2,1,1,1,3,48,1,4,4,2,1,1
24,40,9,3,2,1,2,6,1,3,48,1,1,8,5,0,0
31,40,9,13,4,2,1,1,1,3,48,4,4,8,10,1,1
32,40,9,15,4,2,2,1,1,3,48,1,3,13,3,1,1
53,40,9,13,3,0,1,1,1,3,48,1,4,3,7,1,1
26,40,9,13,3,0,1,6,1,3,48,1,4,3,7,0,1
60,40,9,7,1,0,1,4,1,3,48,1,4,9,3,0,0
18,40,9,9,1,0,1,6,1,3,48,1,4,5,4,0,0
46,40,9,14,3,0,1,6,1,3,48,1,4,9,2,0,1
39,40,9,15,4,1,2,1,1,3,48,5,4,10,3,1,1
19,40,9,15,4,0,2,6,1,3,48,1,4,3,7,0,1
56,40,9,15,3,0,2,3,1,3,48,1,4,8,1,0,1
50,40,9,9,3,1,2,4,1,3,48,1,4,5,5,0,0
18,40,9,9,3,0,1,6,1,3,48,1,4,4,9,0,0
34,40,9,14,4,2,2,1,1,3,48,4,4,9,5,1,1
48,40,9,8,3,1,2,6,1,3,48,5,4,9,2,0,0
54,40,9,13,4,0,2,1,1,3,48,5,1,13,2,1,1
35,40,9,13,4,0,1,4,1,3,48,1,4,4,10,0,1
54,40,9,13,2,0,2,1,1,3,48,1,4,10,5,1,1
50,40,9,7,2,0,2,3,1,3,48,1,2,10,2,0,0
30,40,9,7,2,0,2,2,1,3,48,1,4,5,5,1,0
58,40,9,13,4,0,2,4,1,3,48,5,4,10,3,0,1
72,40,9,14,2,0,1,1,1,3,48,1,4,5,5,1,1
38,40,9,14,2,0,1,1,1,3,48,1,4,5,1,1,1
29,40,9,14,2,0,2,1,1,3,48,1,4,10,3,1,1
52,40,9,14,2,0,1,1,1,3,48,1,4,7,1,1,1
37,40,9,9,4,2,1,1,1,3,48,5,4,4,9,1,0
50,40,9,13,5,2,1,1,1,3,48,1,3,3,7,1,1
50,40,9,12,3,0,1,1,1,3,48,4,4,9,7,1,1
46,40,9,12,3,0,2,1,1,3,48,4,3,10,5,1,1
66,40,9,10,2,0,1,3,1,3,48,1,3,10,8,0,0
46,40,9,10,1,0,1,4,1,3,48,1,3,13,8,0,0
53,40,9,14,3,0,1,1,1,3,48,5,4,3,7,1,1
52,40,9,14,3,0,2,1,1,3,48,5,4,9,5,1,1
70,40,9,15,2,0,2,3,1,3,48,1,4,6,5,0,1
27,40,9,7,2,1,2,6,1,3,48,1,4,9,5,0,0
46,40,9,7,1,0,1,4,1,3,48,1,4,3,8,0,0
46,40,9,13,2,0,1,1,1,3,48,4,4,5,4,1,1
58,40,9,14,2,0,1,1,1,3,48,1,4,5,4,1,1
27,40,9,8,5,1,2,1,1,3,48,1,4,10,3,1,0
53,40,9,14,5,0,1,1,1,3,48,4,4,6,1,1,1
22,40,9,14,5,0,2,6,1,3,48,1,4,5,4,0,1
48,40,9,13,3,1,2,1,1,3,48,1,3,10,5,1,1
34,40,9,9,3,1,1,1,1,3,48,1,4,4,9,1,0
33,40,9,6,5,4,2,6,1,3,48,1,4,10,2,0,0
47,40,9,13,2,0,2,1,1,3,48,1,3,10,2,1,1
50,40,9,11,3,0,2,6,1,3,48,1,4,12,3,0,0
37,40,9,12,2,0,1,1,1,3,48,1,4,4,8,1,1
51,40,9,13,3,0,2,1,1,3,48,3,4,10,5,1,1
51,40,9,6,2,0,2,4,1,3,48,1,4,5,5,0,0
21,40,9,13,4,0,1,6,1,3,48,5,4,9,3,0,1
24,40,9,12,2,0,1,6,1,3,48,1,4,5,10,0,1
49,40,9,11,4,2,1,1,1,3,48,1,4,3,7,1,0
49,40,9,11,4,2,2,1,1,3,48,1,4,5,4,1,0
26,40,9,11,4,2,1,1,1,3,48,1,4,5,1,1,0
57,40,9,16,2,0,2,1,1,3,48,1,4,12,1,1,1
62,40,9,9,1,0,2,4,1,3,48,5,3,10,5,0,0
27,40,9,13,5,2,2,1,1,3,48,1,4,8,5,1,1
56,40,9,13,3,0,1,1,1,3,48,1,4,7,8,1,1
49,40,9,13,2,0,1,4,1,3,48,1,3,13,7,0,1
60,40,9,12,3,0,1,1,1,3,48,4,4,5,4,1,1
31,40,9,9,5,3,1,1,1,3,48,1,4,4,8,1,0
52,40,9,14,6,0,2,1,1,3,48,1,3,10,5,1,1
53,40,9,14,6,0,1,1,1,3,48,1,4,5,10,1,1
29,40,9,14,6,0,1,6,1,3,48,1,4,9,5,0,1
32,40,9,14,6,0,1,6,1,3,48,1,4,9,5,0,1
18,40,9,4,5,0,2,6,1,3,48,5,4,11,3,0,0
56,40,9,15,2,0,1,1,1,3,48,1,3,13,8,1,1
24,40,9,15,2,0,1,1,1,3,48,1,4,4,4,1,1
55,40,9,16,2,0,1,6,1,3,48,1,4,9,1,0,1
39,40,9,11,5,3,2,1,1,3,48,4,4,9,8,1,0
26,40,9,11,5,3,1,1,1,3,48,1,4,6,8,1,0
54,40,9,14,2,0,1,4,1,3,48,1,4,2,5,0,1
26,40,9,9,1,0,1,6,1,3,48,1,4,4,9,0,0
21,40,9,13,5,3,1,1,1,3,48,1,4,3,7,1,1
55,40,9,14,2,0,2,6,1,3,48,1,4,4,1,0,1
21,40,9,11,1,0,1,6,1,3,48,1,4,12,4,0,0
49,40,9,7,5,2,1,6,1,3,48,1,4,5,4,0,0
46,40,9,7,5,2,2,6,1,3,48,4,4,4,9,0,0
53,40,9,6,2,0,1,2,1,3,48,1,4,4,9,1,0
33,40,9,16,7,2,2,1,1,3,48,1,4,10,3,1,1
33,40,9,16,7,2,1,1,1,3,48,1,3,13,9,1,1
48,40,9,14,3,0,2,1,1,3,48,1,4,10,3,1,1
24,40,9,14,3,0,1,6,1,3,48,1,4,11,3,0,1
32,40,9,12,4,0,1,4,1,3,48,1,4,3,8,0,1
51,40,9,13,3,1,2,4,1,3,48,1,4,8,1,0,1
53,40,9,13,3,0,1,6,1,3,48,1,4,6,5,0,1
42,40,9,9,6,3,1,1,1,3,48,5,4,5,4,1,0
63,40,9,11,2,0,1,1,1,3,48,1,3,13,7,1,0
49,40,9,14,3,1,1,1,1,3,48,1,5,3,7,1,1
53,40,9,14,3,1,2,1,1,3,48,1,4,5,4,1,1
19,40,9,12,6,0,2,6,1,3,48,1,4,5,5,0,1
53,40,9,14,2,0,2,1,1,3,48,1,4,9,5,1,1
44,40,9,14,2,0,1,1,1,3,48,1,5,6,10,1,1
57,40,9,11,5,2,2,5,1,3,48,1,4,11,3,0,0
49,40,9,12,7,2,1,1,1,3,48,1,4,6,10,1,1
23,40,9,1,2,0,2,6,1,3,48,1,4,11,3,0,0
59,40,9,13,6,0,2,1,1,3,48,1,2,10,5,1,1
61,40,9,13,2,0,2,1,1,3,48,1,2,10,5,1,1
53,40,9,14,2,0,1,3,1,3,48,1,5,3,7,0,1
62,40,9,11,1,0,2,6,1,3,48,1,4,9,3,0,0
19,40,9,13,4,0,1,6,1,3,48,1,4,9,8,0,1
40,40,9,7,4,2,1,1,1,3,48,1,4,8,4,1,0
31,40,9,15,6,4,1,1,1,3,48,1,4,8,1,1,1
25,40,9,4,5,2,1,1,1,3,48,1,4,12,8,1,0
46,40,9,7,3,0,1,1,1,3,48,5,4,3,7,1,0
47,40,9,12,1,0,1,5,1,3,48,5,4,3,7,0,1
37,40,9,9,2,0,1,1,1,3,48,3,4,5,4,1,0
29,40,9,12,5,3,1,1,1,3,48,4,4,3,7,1,1
31,40,9,11,3,2,2,6,1,3,48,1,4,8,1,0,0
24,40,9,1,2,0,1,1,1,3,48,5,5,3,7,1,0
60,40,9,13,1,0,2,3,1,3,48,1,5,12,3,0,1
35,40,9,15,3,0,2,6,1,3,48,1,4,8,1,0,1
23,40,9,11,8,0,1,6,1,3,48,5,4,3,7,0,0
40,40,9,14,2,0,2,1,1,3,48,1,4,4,9,1,1
51,40,9,15,5,0,1,1,1,3,48,1,4,2,4,1,1
56,40,9,7,3,1,1,1,1,3,48,1,4,8,1,1,0
52,40,9,9,1,0,2,4,1,3,48,1,4,8,5,0,0
60,40,9,13,2,0,1,1,1,3,48,1,4,4,9,1,1
39,40,9,6,3,1,2,6,1,3,48,5,5,9,3,0,0
30,40,9,9,1,0,2,6,1,3,48,1,4,6,1,0,0
39,40,9,13,5,3,1,1,1,3,48,4,4,5,4,1,1
49,40,9,14,4,0,1,1,1,3,48,1,4,4,8,1,1
25,40,9,14,4,1,2,5,1,3,48,1,4,8,1,0,1
33,40,9,14,2,0,1,1,1,3,48,1,4,5,8,1,1
36,40,9,16,3,1,1,1,1,3,48,1,4,9,2,1,1
42,40,9,16,4,2,2,1,1,3,48,1,4,5,5,1,1
53,40,9,15,3,0,2,1,1,3,48,1,4,6,5,1,1
61,40,9,10,4,0,1,4,1,3,48,4,4,9,10,0,0
57,40,9,10,4,0,1,2,1,3,48,4,4,8,3,1,0
36,40,9,8,1,0,1,6,1,3,48,1,4,5,10,0,0
54,40,9,15,3,0,2,1,1,3,48,5,4,5,5,1,1
60,40,9,9,3,0,2,4,1,3,48,1,3,10,3,0,0
39,40,9,9,3,0,1,4,1,3,48,1,4,5,10,0,0
33,40,9,10,5,0,1,6,1,3,48,1,4,5,10,0,0
30,40,9,8,3,0,1,1,1,3,48,1,4,4,2,1,0
45,40,9,15,4,1,1,1,1,3,48,1,4,4,8,1,1
44,40,9,15,4,1,2,1,1,3,48,1,2,10,3,1,1
33,40,9,9,5,2,1,1,1,3,48,1,4,3,7,1,0
58,40,9,16,3,0,1,1,1,3,48,1,4,2,7,1,1
45,40,9,3,2,1,2,4,1,3,48,1,4,9,5,0,0
66,40,9,12,2,0,2,1,1,3,48,1,4,12,1,1,1
55,40,9,13,3,0,2,1,1,3,48,1,4,4,5,1,1
53,40,9,9,2,0,1,1,1,3,48,1,4,5,8,1,0
26,40,9,12,3,0,1,6,1,3,48,1,4,3,7,0,1
31,40,9,6,3,2,2,2,1,3,48,5,4,6,10,1,0
50,40,9,1,1,0,1,4,1,3,48,1,4,9,3,0,0
28,40,9,14,8,2,1,6,1,3,48,1,4,2,7,0,1
21,40,9,14,8,0,2,6,1,3,48,1,4,11,3,0,1
22,40,9,5,4,2,1,6,1,3,48,1,4,5,10,0,0
59,40,9,2,3,0,2,6,1,3,48,1,4,8,8,0,0
39,40,9,11,6,4,1,1,1,3,48,1,4,6,10,1,0
55,40,9,11,3,0,2,1,1,3,48,1,2,13,5,1,0
56,40,9,11,3,0,1,1,1,3,48,1,4,10,3,1,0
30,40,9,5,2,0,2,6,1,3,48,1,4,11,5,0,0
44,40,9,5,3,1,1,1,1,3,48,1,4,3,1,1,0
52,40,9,13,2,0,1,3,1,3,48,1,2,10,3,0,1
26,40,9,11,4,0,2,1,1,3,48,1,2,13,5,1,0
21,40,9,8,2,0,2,6,1,3,48,1,4,10,3,0,0
60,40,9,8,2,0,1,1,1,3,48,5,4,4,9,1,0
53,40,9,8,2,0,2,1,1,3,48,5,4,4,9,1,0
51,40,9,12,2,1,2,4,1,3,48,1,4,8,1,0,1
43,40,9,13,2,0,1,6,1,3,48,1,4,9,3,0,1
49,40,9,14,2,0,1,1,1,3,48,1,4,3,9,1,1
53,40,9,12,2,0,2,4,1,3,48,1,4,8,5,0,1
38,40,9,11,5,2,2,1,1,3,48,1,2,10,5,1,0
30,40,9,12,6,4,1,1,1,3,48,1,4,11,3,1,1
22,40,9,12,2,0,1,1,1,3,48,1,4,5,10,1,1
39,40,9,6,6,4,1,1,1,3,48,1,4,9,3,1,0
47,40,9,11,6,4,1,1,1,3,48,1,4,6,10,1,0
45,40,9,11,2,0,2,5,1,3,48,1,4,10,3,0,0
38,40,9,12,4,0,1,6,1,3,48,1,4,8,3,0,1
29,40,9,14,2,0,1,1,1,3,48,1,4,6,10,1,1
26,40,9,14,2,0,2,1,1,3,48,1,3,10,1,1,1
34,40,9,13,4,2,1,1,1,3,48,1,4,6,10,1,1
39,40,9,13,2,0,2,1,1,3,48,1,2,13,1,1,1
39,40,9,13,2,0,1,1,1,3,48,1,4,4,8,1,1
46,40,9,15,1,0,2,6,1,3,48,1,4,6,10,0,1
21,40,9,15,4,0,1,6,1,3,48,1,4,3,7,0,1
46,40,9,9,2,0,1,3,1,3,48,1,4,9,3,0,0
29,40,9,9,1,0,1,6,1,3,48,1,4,4,8,0,0
53,40,9,11,2,0,1,1,1,3,48,1,4,2,7,1,0
52,40,9,15,2,0,1,1,1,3,48,1,4,5,4,1,1
50,40,9,15,2,0,2,1,1,3,48,1,4,8,2,1,1
63,40,9,14,3,0,1,1,1,3,48,1,5,6,10,1,1
24,40,9,14,3,0,1,6,1,3,48,1,4,4,3,0,1
67,40,9,15,2,0,2,1,1,3,48,1,4,5,2,1,1
74,40,9,9,4,2,1,1,1,3,48,1,4,5,4,1,0
27,40,9,14,4,2,2,6,1,3,48,1,4,11,1,0,1
77,40,9,10,2,0,1,4,1,3,48,1,5,5,4,0,0
55,40,9,14,2,0,2,1,1,3,48,1,4,10,5,1,1
55,40,9,15,5,0,1,3,1,3,48,1,4,9,3,0,1
57,40,9,13,2,0,1,5,1,3,48,1,4,9,5,0,1
56,40,9,11,3,0,1,1,1,3,48,1,5,3,1,1,0
29,40,9,1,2,0,1,6,1,3,48,1,4,6,8,0,0
45,40,9,14,2,0,1,1,1,3,48,1,2,13,3,1,1
49,40,9,14,2,0,2,1,1,3,48,1,2,13,3,1,1
38,40,9,8,4,2,1,4,1,3,48,1,4,2,9,0,0
50,40,9,14,2,0,2,1,1,3,48,1,4,10,5,1,1
40,40,9,9,2,0,1,1,1,3,48,1,4,5,10,1,0
43,40,9,14,3,1,2,1,1,3,48,1,4,5,4,1,1
31,40,9,9,2,0,2,6,1,3,48,1,4,11,3,0,0
31,40,9,7,3,1,1,1,1,3,48,5,4,3,7,1,0
24,40,9,16,4,0,1,6,1,3,48,1,4,11,1,0,1
47,40,9,14,5,1,1,1,1,3,48,1,4,2,10,1,1
36,40,9,8,2,1,2,4,1,3,48,1,4,11,1,0,0
59,40,9,12,2,0,2,1,1,3,48,1,4,5,4,1,1
45,40,9,13,4,2,1,1,1,3,48,1,4,3,7,1,1
55,40,9,8,2,0,1,1,1,3,48,1,4,3,7,1,0
51,40,9,8,2,0,2,1,1,3,48,1,2,10,1,1,0
33,40,9,5,2,0,2,1,1,3,48,1,4,5,4,1,0
34,40,9,15,4,0,1,6,1,3,48,1,4,5,4,0,1
44,40,9,13,4,2,1,6,1,3,48,1,1,6,5,0,1
42,40,9,16,4,2,2,1,1,3,48,1,4,4,5,1,1
24,40,9,13,3,1,1,1,1,3,48,1,4,5,4,1,1
40,40,9,7,1,0,1,4,1,3,48,1,4,4,9,0,0
31,40,9,13,2,0,1,1,1,3,48,5,5,1,1,1,1
49,40,9,13,2,0,2,1,1,3,48,1,4,4,9,1,1
62,40,9,8,2,0,1,1,1,3,48,1,4,1,1,1,0
46,40,9,13,2,0,1,1,1,3,48,1,4,9,2,1,1
61,40,9,9,5,0,2,4,1,3,48,1,4,10,3,0,0
33,40,9,13,5,3,1,1,1,3,48,1,3,13,3,1,1
41,40,9,12,4,1,1,1,1,3,48,1,4,1,8,1,1
37,40,9,12,4,1,2,1,1,3,48,1,4,9,5,1,1
30,40,9,3,3,1,2,1,1,3,48,1,4,10,5,1,0
26,40,9,15,3,0,1,6,1,3,48,1,4,3,8,0,1
54,40,9,16,6,0,1,1,1,3,48,1,3,13,3,1,1
36,40,9,13,3,0,2,1,1,3,48,1,4,5,5,1,1
30,40,9,13,1,0,1,6,1,3,48,1,4,4,7,0,1
29,40,9,15,2,0,1,1,1,3,48,1,4,3,7,1,1
66,40,9,8,1,0,2,3,1,3,48,1,4,8,5,0,0
41,40,9,9,4,0,2,1,1,3,48,1,4,11,9,1,0
43,40,9,13,3,1,1,1,1,3,48,5,4,5,10,1,1
36,40,9,13,3,1,2,1,1,3,48,1,4,10,5,1,1
49,40,9,9,2,0,1,6,1,3,48,1,2,10,3,0,0
53,40,9,10,1,0,2,6,1,3,48,1,4,3,5,0,0
36,40,9,10,6,5,2,6,1,3,48,1,4,11,1,0,0
34,40,9,16,6,3,1,1,1,3,48,1,5,5,4,1,1
62,40,9,12,3,1,1,1,1,3,48,1,1,13,9,1,1
55,40,9,12,3,1,2,1,1,3,48,1,4,12,3,1,1
57,40,9,9,1,0,1,6,1,3,48,1,2,10,3,0,0
58,40,9,13,2,0,1,1,1,3,48,1,4,6,7,1,1
51,40,9,13,2,0,2,1,1,3,48,1,4,8,5,1,1
24,40,9,11,2,0,1,6,1,4,49,1,4,4,9,0,0
43,40,9,13,5,2,1,1,1,4,49,5,4,3,7,1,1
44,40,9,12,3,0,1,1,1,4,49,1,5,3,7,1,1
44,40,9,12,3,0,2,1,1,4,49,1,4,8,5,1,1
33,40,9,8,4,2,1,1,1,4,49,5,4,3,7,1,0
30,40,9,8,4,2,2,1,1,4,49,5,4,4,5,1,0
36,40,9,15,2,0,1,6,1,4,49,1,4,4,3,0,1
66,40,9,6,2,0,2,4,1,4,49,4,4,10,3,0,0
23,40,9,10,2,0,1,1,1,4,49,1,4,5,4,1,0
32,40,9,13,4,0,1,6,1,4,49,5,4,4,9,0,1
37,40,9,11,4,2,1,1,1,4,49,1,4,5,4,1,0
20,40,9,13,5,0,2,6,1,4,49,5,4,8,5,0,1
25,40,9,13,5,0,2,6,1,4,49,5,4,4,9,0,1
39,40,9,12,4,2,1,1,1,4,49,1,3,3,7,1,1
36,40,9,14,6,4,1,1,1,4,49,1,4,4,1,1,1
49,40,9,9,4,0,1,4,1,4,49,1,4,8,8,0,0
40,40,9,15,3,0,1,4,1,4,49,1,4,4,10,0,1
39,40,9,6,3,2,2,5,1,4,49,5,4,11,3,0,0
48,40,9,10,3,1,1,1,1,4,49,5,4,4,8,1,0
32,40,9,15,6,4,2,1,1,4,49,1,4,5,5,1,1
25,40,9,7,4,3,2,4,1,4,49,1,4,9,5,0,0
33,40,9,15,6,2,1,1,1,4,49,1,4,5,5,1,1
39,40,9,9,7,5,1,1,1,4,49,1,4,9,1,1,0
53,40,9,8,4,0,1,2,1,4,49,1,4,3,7,1,0
32,40,9,14,5,3,1,1,1,4,49,1,4,12,1,1,1
59,40,9,14,2,0,1,1,1,4,49,1,4,4,3,1,1
58,40,9,14,2,0,2,1,1,4,49,1,4,8,5,1,1
35,40,9,6,1,0,2,6,1,4,49,5,4,11,3,0,0
60,40,9,11,3,0,2,4,1,4,49,1,4,5,5,0,0
